#AUTHID,sEXT,sNEU,sAGR,sCON,sOPN,cEXT,cNEU,cAGR,cCON,cOPN,DATE,NETWORKSIZE,BETWEENNESS,NBETWEENNESS,DENSITY,BROKERAGE,NBROKERAGE,TRANSITIVITY,Valence,Crr_Arousal,Dominance,CC,CD,DT,EX,FW,IN,JJ,NN,PRP,RB,TO,VB
bf749347531c855f7bed0bd259b81557,3.25,3.13,4.25,5,3.63,n,y,y,y,n,07/02/2009 17:37,335,54004.8,97.11,0.02,54838,0.49,0.09,0.22,-0.81,0.18,-0.36,0.0,0.46,0.4,0.15,0.09,-0.25,0.02,0.09,-0.43,-0.46,-0.07
c19a4fb5e846fb6575b0a8f3a2081ea0,3.25,3.75,1.75,4,3.5,n,y,n,y,n,08/05/2009 17:27,671,216520,96.61,0.02,220974,0.49,0.17,-0.58,0.48,-0.6,-0.94,-0.49,-1.37,-0.29,0.21,-1.07,-1.15,-1.19,-0.96,-0.96,-1.0,-1.32
c255a1cb2939ce6b4719a8a0cc085624,4.75,3,2.75,4.5,4.75,y,y,n,y,y,01/08/2010 01:50,447,95181.3,95.92,0.02,97635,0.49,0.13,-1.44,-2.14,-0.52,-1.08,-0.88,-1.57,-0.29,-0.23,-1.63,0.02,-1.82,-1.08,-1.29,-1.35,-1.61
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y,09/22/09 02:15 AM,285,39451.6,98.17,0.02,39856,0.5,0.04,-0.72,-0.01,-0.6,0.36,0.05,0.42,-0.29,0.03,0.09,0.38,0.51,-0.19,0.5,0.15,0.54
c5898ecc4c7407e6f07cc3485073d3a6,3.3,1.5,4.2,3.15,4.6,n,n,y,n,y,11/06/2009 20:19,253,26645.7,84.25,0.07,29632,0.47,0.39,-0.72,0.29,-0.27,-0.19,1.47,0.58,-0.29,-0.23,0.87,0.75,0.92,-0.38,-0.03,-0.08,0.2
c597771fab7477c2ae7b507d532130b0,2.35,2.1,4.15,3.75,4.8,n,n,y,y,y,06/23/09 07:19 PM,115,5992.5,93.04,0.03,6390,0.5,0.02,-0.55,0.6,-0.35,-0.36,-0.19,-0.25,0.4,0.03,-0.04,0.02,-0.22,0.22,-0.35,-0.39,-0.4
c59d2b7cca46cd85c4ac6d6ab554f170,4.95,1.65,3.4,3.75,4.55,y,n,n,y,y,09/15/09 09:49 PM,378,67968.2,95.9,0.02,69841,0.49,0.09,0.25,0.33,0.67,-0.3,-0.19,0.52,-0.29,-0.23,0.18,-0.6,-0.36,0.81,-0.19,0.43,0.19
c5d9ffcb242053b0abdebe0d684fea3a,2.5,2.45,3.17,3.75,3.25,n,n,n,y,n,11/13/09 01:30 PM,159,10399.2,83.84,0.08,11611,0.47,0.43,-0.03,0.1,0.67,0.66,1.47,-0.69,-0.29,-0.23,-0.47,-0.7,-0.41,-0.7,0.34,0.65,-0.5
c6a9a43058c8cc8398ca6e97324c0fae,2.75,3.65,3.85,3.1,3.8,n,y,y,n,y,06/21/09 11:49 PM,270,35195.6,97.64,0.02,35659,0.49,0.06,-0.46,0.14,-0.44,0.0,0.15,0.4,-0.29,-0.23,0.24,0.55,0.7,-0.56,-0.05,-0.01,-0.05
c6ee79de33e47a3799c1d00e5f727b9e,3.65,2.7,3.1,3.25,2.7,y,n,n,n,n,07/05/2009 22:28,138,8926.11,95.81,0.04,9061,0.49,0.17,-0.41,-0.09,-0.39,1.41,0.3,1.52,-0.29,-0.23,1.4,2.3,1.0,1.78,1.08,1.41,1.5
c723c2f329649b2af235fdefd1ca293c,2.75,2.5,3.5,3.75,3.5,n,n,n,y,n,07/29/09 04:53 AM,440,94264.3,98.05,0.01,95323,0.5,0.05,0.63,-0.24,-0.76,-1.08,-0.88,-0.09,-0.29,-0.23,-0.92,-1.65,-0.6,-0.56,-0.35,-1.35,-0.7
c85845b82e705a32f674757d8912df23,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,06/17/09 07:14 PM,300,43159,96.88,0.02,43968,0.49,0.07,0.17,-0.24,0.5,0.69,0.49,1.57,0.4,-0.16,1.48,1.07,0.74,0.71,0.87,1.07,0.99
c87247ddb57f8d8ff43086ac88e69120,4.75,2.67,4.75,3.67,4.5,y,n,y,y,y,07/18/09 01:58 AM,1091,584445,98.47,0.01,590203,0.5,0.05,1.03,0.6,0.79,0.08,0.59,-0.04,-0.29,-0.23,0.37,0.65,0.13,-0.32,0.34,-0.2,-0.4
c8a62ce2aa837024b698e3eb72aa3c42,3.5,2.3,3.95,4.8,4.55,n,n,y,y,y,06/28/09 11:20 PM,306,44142.5,95.22,0.03,45388,0.49,0.16,0.37,-0.54,0.38,0.36,-0.29,0.4,-0.29,0.03,0.74,0.62,0.68,0.38,0.2,1.07,1.03
cce9e48f159ae910f38fb00810be2a68,1.75,3.75,2.5,1.5,3.5,n,y,n,n,n,06/15/09 05:24 PM,177,14043.1,91.19,0.06,14643,0.48,0.36,-0.84,0.06,-0.64,0.17,0.15,0.0,-0.29,-0.23,0.37,0.6,0.29,-0.08,0.34,0.18,0.56
cd99c28741e42fd9792616d3a4328f17,4.75,2.75,3,3.25,2.75,y,n,n,n,n,06/19/09 04:18 AM,699,236036,97.03,0.01,240885,0.5,0.09,-0.09,0.33,-0.11,-0.47,-0.54,-0.49,-0.29,-0.04,-0.58,-0.32,-0.47,-0.56,-0.33,-0.36,-0.4
cde9ad52e50a6a9740dcb3461deb8a0b,4,2.75,3.67,4.25,4.5,y,n,y,y,y,08/09/2009 13:39,559,152219,97.95,0.01,153896,0.5,0.08,0.37,-0.47,0.38,0.72,-0.14,1.35,-0.29,1.03,0.95,-0.48,0.68,0.75,0.07,-0.24,0.68
ce1a957dabf068478d322a56c0dfaf41,3.75,2,4.5,4,3.75,y,n,y,y,n,06/18/09 07:20 AM,1350,895790,98.52,0.01,904309,0.5,0.05,0.42,-0.54,0.26,-0.69,-0.1,-0.91,-0.29,-0.23,-0.7,-0.98,-0.75,-0.92,-0.84,-0.58,-1.11
ce9e978af8369a85f4fc15137013015b,3.3,1.9,3.65,3.5,4.05,n,n,y,y,y,06/21/09 08:42 PM,381,70739.6,98.24,0.01,71416,0.5,0.04,-0.64,0.71,-0.56,-0.41,-0.29,-0.76,-0.29,0.15,-0.79,-0.65,-0.65,-0.7,-0.35,-0.58,-1.16
cef8086fc8220dde9874948728787a2c,3.4,2.2,3.75,3.25,3.47,n,n,y,n,n,06/20/09 01:16 AM,497,116529,94.92,0.02,120779,0.49,0.13,1.0,-1.45,0.22,-1.08,-0.88,-0.58,-0.29,-0.23,-0.56,-1.1,-0.75,-0.56,0.13,-0.3,-0.24
cf5a3f66c42918587a1428a6f7d7eec9,2.6,3.9,4.2,2.05,4.7,n,y,y,n,y,06/28/09 04:47 PM,126,7710.5,99.49,0.02,7729,0.5,0.01,-0.67,-0.35,-0.11,1.02,0.69,0.94,-0.29,0.78,1.51,0.62,0.42,1.53,2.04,0.94,2.09
d177a27cdcf11df2e6e09de9620e9c5e,3.05,2.2,3.95,2.95,4,n,n,y,n,y,08/18/09 01:15 AM,367,46193.6,69.16,0.06,62940,0.47,0.33,0.31,-0.24,0.5,-0.39,-0.88,-0.45,-0.29,-0.23,-0.55,-0.4,-0.31,-0.29,-0.58,-0.55,-0.92
d298a6d98000dc07bbb7994f71d867d3,4.3,1.45,4.4,2.4,4.6,y,n,y,n,y,07/22/09 02:42 PM,494,117689,97.04,0.01,119963,0.49,0.08,0.2,-0.28,0.58,0.36,0.2,0.55,-0.29,-0.23,0.14,-0.02,-0.28,0.51,0.31,0.81,0.56
d2ee2871aa02698e66fdc72b2218cdd8,2.75,3.25,2.5,4,4.65,n,y,n,y,y,01/11/2010 21:39,161,11667.8,91.73,0.05,12225,0.48,0.26,0.54,-0.13,0.18,-0.5,-0.54,0.0,-0.29,-0.23,0.03,0.1,-0.36,0.36,2.22,-0.24,0.38
d3582916ef22700cebb70f5cdedc1da9,3.7,2.2,2.95,3.45,4.4,y,n,n,n,y,06/20/09 02:11 AM,385,62433.4,84.9,0.02,72697,0.49,0.04,0.34,-0.43,0.42,1.35,1.86,1.3,2.46,-0.23,1.21,0.48,0.33,2.61,1.58,1.19,0.61
d38a81dfbfbbd5f2a2a0a03e9db304c6,1.85,3.55,3.45,3.4,3.45,n,y,n,n,n,12/23/09 10:06 PM,542,138053,94.51,0.01,145576,0.5,0.01,-2.59,3.25,-2.48,-1.08,-0.88,-1.57,-0.29,-0.23,-0.56,0.55,-0.44,-1.08,-0.82,-1.35,-1.39
d39c2b0fb2e50e37795fdbe3b8cd3792,3.75,2,5,4.25,4.5,y,n,y,y,y,06/25/09 02:42 AM,775,290973,97.27,0.01,296174,0.5,0.08,0.54,0.18,0.46,0.11,0.2,-0.1,0.05,-0.23,-0.11,0.2,-0.05,-0.21,-0.03,0.46,0.13
d453b26dfd348fdb99e909df7d8bec39,4.35,2.5,4.2,3.3,3.61,y,n,y,n,n,08/20/09 06:53 PM,40,732.5,98.85,0.06,734,0.5,0.03,0.57,-0.77,0.3,0.66,-0.19,0.31,-0.29,-0.23,0.78,-0.72,0.35,1.14,1.32,0.43,1.11
d67916bbf6453cfebbd8689f7556e526,3.4,2.45,3.95,3.85,4.45,n,n,y,y,y,08/21/09 02:20 AM,278,27967.7,73.16,0.04,36786,0.48,0.21,0.2,2.0,1.03,-0.33,0.44,-0.63,-0.29,0.91,-0.95,0.0,0.97,-0.22,0.26,-0.77,-0.11
d7e500ad854a1b6ced39e53a525b8a6d,3.25,4.25,2.75,2,3.75,n,y,n,n,n,07/09/2009 19:16,169,12774.1,91.06,0.05,13457,0.48,0.28,-0.58,0.1,-0.23,2.87,0.93,4.03,0.05,-0.23,4.61,5.58,4.38,3.53,4.7,2.4,4.27
d7f1da35557607089ee2e3a707ce4a4a,4.5,2.75,2.5,3.5,4.25,y,n,n,y,y,09/12/2009 23:13,535,133010,93.46,0.02,139855,0.49,0.15,-0.84,0.52,-0.56,-0.74,-0.59,-0.94,-0.29,-0.23,-0.79,-0.5,-0.79,-0.37,-0.48,-0.96,-0.61
d8b283c6d460cdc5cb95d65e1c0a71d4,2.65,2.75,4.65,3.1,3.7,n,n,y,n,n,06/22/09 11:04 AM,245,28355.6,95.65,0.03,29130,0.49,0.08,0.68,-0.28,0.91,-0.25,-0.73,0.0,-0.29,-0.23,-0.5,-0.1,-0.67,-0.27,-0.48,0.08,-0.19
da22dab36bb12fcf9ed1a437de278a2c,3.25,2.25,4.75,4.25,4.25,n,n,y,y,y,08/28/09 07:19 AM,277,36015.4,94.9,0.03,36920,0.49,0.21,-1.87,2.8,-3.01,-1.08,-0.88,-1.57,-0.29,-0.23,-0.55,-1.65,-1.13,-1.08,0.14,-1.35,0.13
da56abb46f342d8e4b4bc96165cd645d,3.4,1.68,4.53,3.5,4.8,n,n,y,y,y,06/17/09 06:58 PM,1225,743530,99.34,0,746216,0.5,0.02,0.94,0.56,0.63,-0.08,0.3,-0.49,-0.29,-0.23,-0.47,-0.52,-0.66,-0.86,-0.81,-0.52,-0.9
da8787edc39ba38d6bc9f0d10e28aa0f,3.17,1.5,4.83,2.5,4.33,n,n,y,n,y,11/11/2009 04:33,343,56515.9,96.92,0.02,57442,0.49,0.1,-0.95,1.13,-1.66,-1.08,-0.88,-0.09,-0.29,-0.23,-1.27,-0.55,-0.9,-0.03,-0.82,-1.35,-0.7
db39f7b2aad360b1033ec1f8fcd57f9c,4.65,3.2,3.05,3.65,4.75,y,y,n,y,y,07/15/09 10:59 PM,102,4359.8,86.33,0.09,4668,0.46,0.36,1.37,-0.73,0.54,-0.52,-0.88,-0.52,-0.29,-0.23,-0.87,-0.98,-0.8,-0.61,-0.72,-0.71,-1.06
dba59aed04c6759a955a37f021e45bb7,1.75,3.25,2.4,3.05,3.05,n,y,n,n,n,07/18/09 05:11 AM,91,3763.98,93.98,0.05,3899,0.49,0.09,-0.35,-0.43,-0.11,-0.33,0.15,-0.45,-0.29,-0.23,-0.5,0.2,-0.39,-0.42,-0.39,0.65,-0.3
dba5f5266d03dd6d4db084ad7dbc683c,1.55,2.45,3.5,3.4,4.5,n,n,n,n,y,06/14/09 11:26 AM,265,33752.4,97.22,0.02,34425,0.5,0.03,-0.92,-0.13,-0.52,-0.19,-0.19,-0.64,-0.29,1.85,-0.48,0.13,0.32,-0.48,-0.4,-0.08,-0.31
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8,y,n,y,y,y,06/21/09 11:56 PM,376,68180.7,97.23,0.02,69300,0.49,0.08,-0.64,-0.16,-0.56,0.0,0.1,0.15,0.05,0.03,0.05,0.42,0.04,-0.21,-0.33,0.65,0.02
ddaed24e83f0f9958336b52cf7a89373,4.25,2.5,3.25,4.25,4.5,y,n,n,y,y,12/31/09 10:42 PM,321,48543.8,95.11,0.03,49782,0.49,0.22,-0.01,5.38,-2.48,-1.08,-0.88,-0.82,-0.29,-0.23,-0.55,-1.65,-1.13,-0.29,-1.29,-1.35,-1.27
deb899e426c1a5c66c24eeb0d7df6257,2.15,2.15,4.1,2.9,4.6,n,n,y,n,y,01/21/10 10:04 PM,36,185.71,31.21,0.4,377,0.32,0.63,5.24,1.62,0.46,0.3,-0.88,-1.57,-0.29,-0.23,-1.09,-0.82,-1.13,-0.29,-0.58,-1.35,-1.27
e0576e496b3bc5bd1046315ddb72646a,3.35,2.35,2.85,3.2,3.7,n,n,n,n,n,07/29/09 04:30 AM,322,47166.9,91.84,0.02,50780,0.49,0.04,-0.18,-0.35,0.18,0.03,0.05,0.28,0.05,-0.1,0.1,0.3,-0.24,0.28,0.07,0.02,0.15
e0697da7478e23479ef6723021e52606,1.75,3.4,3.2,2.6,4.3,n,y,n,n,y,08/17/09 02:32 AM,99,4243.83,89.29,0.04,4660,0.49,0.06,-0.58,-0.54,-0.64,0.0,-0.29,-0.72,-0.29,-0.23,-0.82,-0.6,-1.06,-0.27,-0.43,0.46,-0.09
e2cc76f16ed40953e5c082ff5ef9a2e9,1.8,2.25,2.65,4.75,4.8,n,n,n,y,y,06/17/09 10:19 PM,171,12680.2,88.27,0.06,13671,0.48,0.28,-0.09,-0.09,0.01,0.03,0.1,0.37,-0.29,-0.23,0.25,-0.07,0.03,-0.29,-0.07,-0.08,-0.43
e465fadd8b30e8669f397e32e10f6cd0,4.5,2.25,3.5,3.25,3.75,y,n,n,n,n,07/10/2009 14:33,965,453685,97.74,0.01,460223,0.5,0.08,0.51,-0.13,0.46,1.41,0.54,1.0,-0.29,-0.23,1.39,1.55,1.34,0.97,1.45,2.02,1.55
e4a512374eee079d2b8acc2ce69990d5,5,2.75,4.5,3,4.25,y,n,y,n,y,06/15/09 02:57 AM,326,50112.9,95.18,0.02,51706,0.49,0.11,-0.46,0.1,-0.15,0.14,-0.14,-0.03,0.05,-0.16,0.02,-0.22,-0.15,0.28,-0.19,-0.08,0.28
e4a9de8d77c21c3f704fdb0055cdde43,2.95,3.15,3.9,4,3.9,n,y,y,y,y,06/15/09 11:54 PM,802,313912,97.98,0.01,318280,0.5,0.04,-0.46,-0.01,-0.27,0.58,-0.1,1.36,1.08,-0.23,1.0,0.69,1.2,0.13,1.18,1.19,0.53
e557fd2902b857797cb8cec471f201a5,2.95,1.5,3,3.4,4.3,n,n,n,n,y,06/27/09 03:51 AM,689,233003,98.59,0.01,235127,0.5,0.03,0.65,0.29,0.63,1.02,1.37,2.02,0.4,-0.1,2.35,1.79,1.6,0.89,1.69,1.45,1.18
e6cdef6f475cce3023c5b715f8c9f110,1.8,2.9,2.9,3,4.2,n,y,n,n,y,08/07/2009 04:14,89,3036.16,79.31,0.12,3452,0.45,0.43,-0.72,0.48,-0.39,-1.08,-0.88,-1.57,-0.29,-0.23,-1.63,-1.65,-1.82,-1.08,-1.29,-1.35,-1.61
e7b7f5af7d02ec06b3da2edf2053dfed,3.3,3.3,2.3,3.89,4.15,n,y,n,y,y,11/15/09 04:16 PM,714,245021,96.53,0.02,250442,0.49,0.16,-0.87,1.36,-0.31,-0.17,-0.88,-0.75,-0.29,-0.23,-0.8,-1.47,-0.55,-0.21,-0.82,-1.35,-0.39
e915a655a1bd63ef17cb61c7caa1e1f5,4.5,1.75,4.5,4.75,4.75,y,n,y,y,y,08/09/2009 22:59,962,446252,96.74,0.01,456202,0.49,0.11,0.8,-1.0,0.63,-0.41,-0.29,-0.13,-0.29,-0.23,0.18,-0.25,-0.43,-0.13,-0.09,1.32,0.39
ea28a927cb6663480ea33ca917c3c8ba,4.05,3.35,3.8,3.95,4.5,y,y,y,y,y,02/02/2010 20:08,83,2935.76,88.4,0.08,3120,0.47,0.26,-4.45,1.36,-2.64,-1.08,-0.88,-0.82,-0.29,-0.23,-1.09,-0.82,-1.36,-0.29,-1.29,-1.35,-0.22
ea890531d3e0547166efde52d843099e,4.75,4.25,3.75,3.5,5,y,y,y,y,y,01/06/2010 18:25,325,49975.1,95.51,0.03,51220,0.49,0.18,1.66,-2.44,0.87,-0.39,0.35,0.67,-0.29,-0.23,0.25,0.85,-0.2,1.3,1.22,-0.55,0.65
eac7f51d95da0fefde6ecc692dcf85cc,2.2,3.25,4.15,2.6,4.4,n,y,y,n,y,12/17/09 02:46 PM,94,3706.68,86.65,0.09,3973,0.46,0.39,0.02,-0.62,-0.11,1.68,-0.88,0.67,-0.29,-0.23,1.06,0.02,1.42,1.3,-0.58,1.03,1.0
eaf7165a60baa108b9db9508eb4d3cc8,3,1.75,4,4.25,3.25,n,n,y,y,n,07/21/09 05:13 PM,512,127388,97.76,0.01,129045,0.5,0.08,1.8,1.96,-1.74,-1.08,-0.88,-1.57,-0.29,2.92,-1.09,0.02,1.19,-1.08,-1.29,0.24,-0.57
eb3eeec6966504b2c01b77f986f24523,2.6,3.6,2.85,2.9,3.55,n,y,n,n,n,10/01/2009 17:16,294,39642.4,92.67,0.04,41550,0.49,0.21,-0.29,0.14,0.71,-0.25,-0.88,0.52,-0.29,-0.23,0.95,1.85,0.36,-0.29,-0.15,-0.39,0.13
eb7f8081aa0bd4004f513d3299db9063,2.71,3.57,3.14,3.64,3.57,n,y,n,y,n,06/15/09 06:13 AM,731,261379,98.23,0.01,264141,0.5,0.06,0.97,0.56,0.63,-0.14,0.0,0.15,-0.29,-0.23,-0.06,0.07,0.22,0.4,-0.2,-0.04,0.13
ecbddbfe00e0f83cfdb802a7186061c7,4.3,2.15,3.6,3.3,4.1,y,n,y,n,y,06/28/09 05:03 AM,739,267574,98.39,0.01,270029,0.5,0.07,0.08,0.29,-0.27,0.14,-0.1,0.28,-0.29,0.03,0.39,0.52,0.21,-0.0,0.92,0.88,0.67
ed17c3b13b9e01ed3d464149e796bcf8,4.75,2.5,2.75,4.25,4.25,y,n,n,y,y,10/07/2009 19:28,1323,871606,99.82,0,872305,0.5,0.01,1.31,0.41,0.87,0.08,-0.88,1.57,-0.29,-0.23,1.53,-0.02,0.97,0.25,0.31,0.88,1.41
ed1dbabbe3ea7fd3f44efc6f6a96db68,3.5,1.6,3.75,3.95,4,n,n,y,y,y,06/27/09 07:20 PM,241,27321.2,95.26,0.03,28150,0.49,0.11,0.6,0.14,-1.46,-1.08,-0.05,-1.06,-0.29,-0.23,-1.26,-1.65,-1.43,-1.08,-1.29,-1.35,-1.5
ed9073376c5004080ba59ac69f2a1cc3,2.75,2.65,3.5,4.1,4.15,n,n,n,y,y,06/24/09 04:34 PM,258,29260.8,88.95,0.07,30879,0.47,0.46,-0.01,-0.01,0.14,-0.52,-0.68,-1.03,-0.29,-0.1,-0.89,-0.72,-1.13,-0.83,-0.66,-0.65,-0.82
efd5faf19d608aed64447940801cbc30,3.8,1.85,3.35,3,4.95,y,n,n,n,y,06/16/09 10:00 PM,58,1054.67,66.08,0.08,1516,0.47,0.12,0.22,-0.16,0.71,0.41,-0.14,0.05,0.74,-0.23,0.21,-0.15,0.08,-0.08,-0.09,0.84,0.12
f2026b8cb48aff9af31577ecbfda5c38,2.75,2.5,4,3,4.75,n,n,y,n,y,06/24/09 12:14 AM,731,264627,99.45,0.01,265324,0.5,0.02,0.2,-0.13,0.26,-0.19,0.0,0.22,0.05,-0.23,0.14,0.27,0.07,-0.34,-0.16,-0.01,-0.1
f52fecbb0d9b299c889087accdf4cc50,4.15,2,3.75,4.1,3.95,y,n,y,y,y,06/17/09 03:09 PM,298,42048.1,95.66,0.03,43144,0.49,0.12,0.02,0.22,0.46,-0.77,-0.34,-0.25,-0.29,-0.23,-0.68,-0.18,-0.6,-0.56,-0.82,-1.35,-0.85
f65fd0385c972159743d21700c9a7887,2.35,2.85,3.4,2.55,4.8,n,y,n,n,y,08/18/09 11:54 PM,361,58695.3,90.83,0.02,63826,0.49,0.05,-0.41,-0.96,-0.11,-1.08,-0.14,-0.22,-0.29,-0.23,-0.39,-0.82,-0.57,-0.37,-0.72,-0.39,-0.54
f680792c707fafceecafa42020292e9a,4.55,2.15,3.25,3.2,4.9,y,n,n,n,y,08/24/09 12:30 PM,405,78205,96.07,0.01,81253,0.5,0.01,1.08,-1.64,-1.29,-1.08,-0.88,-0.97,-0.29,-0.23,-0.98,-1.65,-1.08,-1.08,-0.72,-1.35,-0.78
f6cb2eff458f065858363e86515beaab,1.33,2.58,2.5,3.83,3.5,n,n,n,y,n,08/09/2009 11:46,85,2972.73,85.28,0.1,3201,0.46,0.37,0.8,-2.71,-0.44,-1.08,-0.88,-1.57,-0.29,-0.23,0.52,-1.65,0.03,-1.08,0.14,1.83,-0.22
f6e7722b811d00a7a40de2ecfab636e6,2.9,1.85,4,3.3,3.85,n,n,y,n,y,11/19/09 10:38 PM,478,111885,98.55,0.01,113210,0.5,0.02,0.57,-0.7,-0.6,-0.08,0.3,-0.04,-0.29,-0.23,-0.53,-0.35,-0.1,-0.51,-0.26,-0.2,-0.78
f725d0ec71a511886168c30cef6468d9,3.5,1.89,4.1,3.2,4.3,n,n,y,n,y,08/25/09 06:46 AM,139,8137.73,86.09,0.08,8817,0.47,0.39,0.14,-0.16,0.42,-0.25,0.3,0.31,-0.29,0.03,0.44,0.18,0.13,0.6,0.23,-0.01,0.52
f7456ac4e6b20911c40fdad18908a8d2,4.25,1.55,4.45,4.35,3.8,y,n,y,y,y,06/16/09 10:16 PM,317,44228.9,88.87,0.03,48360,0.49,0.17,-0.06,-0.16,0.26,1.66,0.74,1.39,0.05,-0.23,1.89,1.59,1.95,1.24,1.38,2.4,2.04
f80644859abfbc92e9a92072c2dc50fa,2.1,3,3.9,4.15,4.8,n,y,y,y,y,06/18/09 10:43 PM,307,42793.6,91.7,0.04,45225,0.48,0.23,0.57,0.25,0.75,-0.19,0.1,0.08,-0.29,-0.23,0.11,0.12,0.18,-0.42,-0.49,0.3,0.15
f83aa7290cf3ae8ed75d6aee5ebbb559,2.65,1.7,3.95,3,3.15,n,n,y,n,n,07/26/09 09:00 PM,313,48253.6,99.46,0.01,48356,0.5,0.01,-2.59,3.25,-2.48,-1.08,-0.05,-1.57,-0.29,-0.23,-1.26,-1.08,-1.27,-1.08,-1.05,-1.35,-1.5
fbe5aa478508d1dc931427ade5d9e1b4,3.25,2.75,2.25,4,4,n,n,n,y,y,12/25/09 04:47 PM,231,22856.8,86.79,0.06,24946,0.47,0.36,-0.92,-0.77,-0.11,0.74,0.74,-0.09,-0.29,-0.23,-0.92,-0.55,0.47,-0.03,1.08,0.75,0.68
fc1c9fb6c64740edcbbf8cfe9dde8b02,3.55,2.25,3.9,2.8,4,n,n,y,n,y,10/22/09 12:03 AM,257,24340.7,74.57,0.05,31404,0.48,0.16,0.97,0.6,0.71,-0.17,0.44,-0.45,-0.29,0.72,-0.14,0.95,-0.01,0.3,-0.13,-0.39,-0.15
fe22087986fdcc65939c793fe0ec90a9,3.45,2.55,3.15,3.5,2.9,n,n,n,y,n,08/04/2009 05:11,95,4143.03,94.78,0.05,4239,0.48,0.16,0.17,-0.39,0.75,0.03,-0.14,0.08,-0.29,-0.23,-0.5,0.18,-0.43,-0.53,-0.36,-0.71,-0.61
fffafe151f07a30a0ede2038a897b680,3.05,1.8,3.35,2.95,4.35,n,n,n,n,y,07/22/09 05:54 PM,144,6219.2,61.25,0.15,8791,0.43,0.48,-0.32,-0.73,-0.72,-0.94,-0.14,-0.37,-0.29,0.09,-0.44,-0.65,-0.66,-1.0,-0.58,0.56,-0.4
